tiempo_respuesta,tamano_paquete,es_ataque
0.5496714153011233,639.9355436586002,0
0.4861735698828815,592.4633682912769,0
0.5647688538100692,505.9630369920174,0
0.6523029856408026,435.3063222294426,0
0.4765846625276664,569.822331361359,0
2.4765863043050818,1539.348538542175,1
0.6579212815507391,589.5193220027733,0
2.576743472915291,1563.517180168197,1
0.4530525614065048,604.9552715319335,0
0.5542560043585965,446.4764788439432,0
0.4536582307187538,631.7394065634326,0
0.4534270246429743,519.75996046924,0
0.5241962271566034,707.5260872625265,0
0.3086719755342202,431.0812181910432,0
0.3275082167486967,673.5963803165249,0
0.4437712470759027,519.7910783462647,0
0.39871688796655763,434.85819963855516,0
0.5314247332595274,451.61141659456786,0
0.4091975924478789,467.965269180568,0
0.3587696298664709,542.4165946401916,0
0.6465648768921555,552.2835488035499,0
2.4774223699513467,1442.629999606142,1
0.5067528204687923,497.56454077390174,0
2.357525181378654,1714.2270358611863,1
0.44556172754748175,672.7543170100712,0
0.5110922589709866,543.6323669674032,0
0.3849006422577697,503.80034781682,0
0.5375698018345672,512.0031326718262,0
2.4399361310081193,1561.3517972730417,1
0.4708306250206723,397.72074348015946,0
0.4398293387770603,474.2623462576655,0
0.6852278184508938,333.1415926122411,0
0.4986502775262066,539.922312260528,0
0.39422890710440994,564.7195939702741,0
0.5822544912103189,451.68135377006263,0
0.37791563500289777,657.3986763290033,0
0.5208863595004756,377.4234336997659,0
0.30403298761202247,353.562511979018,0
0.3671813951101569,522.4451818559972,0
0.5196861235869124,604.7098302612154,0
0.573846657999541,668.3927691457868,0
0.5171368281189971,454.111573713106,0
0.48843517176117596,607.8680833431296,0
0.4698896304410711,496.1491530499293,0
0.35214780096325726,482.73727000591805,0
0.4280155791605291,588.3659937486673,0
0.45393612290402124,565.232287841342,0
0.6057122226218916,342.36078430157505,0
0.5343618289568461,647.6540349725896,0
0.3236959844637266,638.0091354147452,0
0.5324083969394795,437.44372984904703,0
0.4614917719583683,539.5803533437409,0
0.4323077999694041,549.4030186282739,0
0.5611676288840868,526.0673765823907,0
0.6030999522495951,444.969484615458,0
0.5931280119116199,432.83766320619486,0
0.41607824767773616,497.44459290085547,0
0.46907876241487856,617.2729019259365,0
0.5331263431403563,554.3600154594433,0
0.5975545127122359,462.9385667913894,0
0.452082576215471,577.1698710648345,0
0.4814341023336183,215.14573793699248,0
0.3893665025993972,614.8765700372103,0
0.38037933759193293,326.02862212219003,0
0.5812525822394198,463.7559058596868,0
0.6356240028570823,388.0330105373856,0
0.49279898784196663,370.5318524279094,0
0.6003532897892024,616.0826787378519,0
0.5361636025047634,453.2298798688109,0
0.43548802453948754,534.6503881730716,0
0.5361395605508414,495.3079421120816,0
0.6538036566465969,547.7040827223121,0
0.49641739608900487,507.68218910602553,0
0.6564643655814006,371.70077758114303,0
0.23802548959102554,599.626681944714,0
2.5821902504375225,1450.6243416838688,1
0.5087047068238171,344.34181013402485,0
2.4700992649534133,1457.1884839034087,1
0.5091760776535502,650.0759790634311,0
0.3012431085399107,585.0221742113492,0
0.4780328112162488,465.1347865592141,0
0.5357112571511746,465.07422956815714,0
0.6477894044741517,467.83649487826176,0
0.44817297817263524,707.6747983560841,0
0.4191506397106812,538.1935452231553,0
0.44982429564154636,543.0041647191069,0
0.5915402117702074,603.0283454031842,0
0.5328751109659684,523.8789159026513,0
2.447023979623296,1474.0957854179296,1
0.5513267433113356,480.3650150915022,0
2.509707754934804,1492.8398740585935,1
0.596864499053289,496.2777763490158,0
0.4297946906122648,572.762954363698,0
0.4672337853402232,505.19458858072994,0
0.4607891846867842,573.264007721558,0
0.35364850518678814,491.92834198914176,0
0.5296120277064577,507.8635190316091,0
0.526105527217989,300.17993154678925,0
2.500511345664246,1591.6327674702482,1
0.4765412866624853,534.6488475897993,0
0.35846292579495853,599.8010109859653,0
0.4579354677234641,210.3744621806311,0
0.465728548347323,708.8374704780728,0
0.4197722730778381,486.0410371844826,0
0.48387142883339906,610.8182816737517,0
0.5404050856814538,396.00940728744695,0
0.6886185901210531,561.277390506257,0
0.5174577812831839,394.65844368263436,0
0.5257550390722764,437.62310393041946,0
0.4925554084233833,691.4031353866786,0
0.30812287847009584,480.93175992366537,0
0.49734861245507833,521.7432873179723,0
0.5060230209941027,587.0067730688754,0
0.7463242112485287,549.5681887972605,0
0.48076390352188775,515.0418905143576,0
0.5301547342333612,536.4961002466225,0
0.49652882302947565,740.3415585238275,0
0.3831321962380468,494.23812029664145,0
0.6142822814515021,520.1099046714968,0
